,First,Last,Nickname,Stance,Belt,height,reach,weight,win,lose,draw,total_fights,fighters_id
3352,Mackens,Semerzier,Da Menace,Orthodox,,175.26,182.88,65.771,8,4,0,12,FIG2713
3353,Brandon,Sene,,,,180.34,,92.986,2,2,0,4,FIG3808
3354,YeDam,Seo,,Orthodox,,157.48000000000002,160.02,52.163,6,3,0,9,FIG3171
3355,Kim In,Seok,,Orthodox,,167.64000000000001,,65.771,3,6,0,9,FIG3170
3356,Ray,Seraille,,,,190.5,,111.584,8,9,0,17,FIG1844
3357,Ivan,Serati,,Orthodox,,182.88,,92.986,12,4,0,16,FIG1916
3358,Alex,Serdyukov,The Russian Crusher,Orthodox,,187.96,187.96,77.111,8,5,0,13,FIG2429
3359,Nicholas,Sergiacomi,,,,,,77.111,1,1,0,2,FIG3952
3360,Matt,Serra,The Terra,Orthodox,,167.64000000000001,172.72,77.111,11,7,0,18,FIG1728
3361,Nick,Serra,The Mad Monkey,Orthodox,,175.26,,77.111,7,3,0,10,FIG2963
3362,Adrian,Serrano,,,,172.72,,77.111,56,29,4,89,FIG0011
3363,Fredy,Serrano,El Profe,Orthodox,,160.02,165.1,56.699,3,2,0,5,FIG3694
3364,Carl,Seumanutafa,,Orthodox,,185.42,,115.666,10,8,0,18,FIG1727
3365,Dan,Severn,The Beast,Southpaw,,187.96,,113.398,101,19,1,121,FIG0003
3366,Rosi,Sexton,The Surgeon,Orthodox,,160.02,,61.235,13,5,0,18,FIG1726
3367,Scott,Shaffer,,Orthodox,,170.18,,65.771,0,1,0,1,FIG4048
3368,Edmen,Shahbazyan,The Golden Boy,Orthodox,,187.96,190.5,83.915,12,4,0,16,FIG1935
3369,Leon,Shahbazyan,,Orthodox,,193.04,187.96,77.111,7,2,0,9,FIG3201
3370,Don,Shainis,Shameless,Orthodox,,167.64000000000001,170.18,65.771,12,5,0,17,FIG1820
3371,Liliya,Shakirova,,Orthodox,,162.56,165.1,56.699,8,2,0,10,FIG2953
3372,Kamal,Shalorus,Prince of Persia,Orthodox,,172.72,172.72,70.307,9,5,2,16,FIG1930
3373,Ken,Shamrock,The World's Most Dangerous Man,Orthodox,,185.42,182.88,92.986,28,17,2,47,FIG0130
3374,Frank,Shamrock,,Orthodox,,177.8,,83.915,23,10,2,35,FIG0353
3375,Shang,Zhifa,Northeast Flying Tiger,Orthodox,,170.18,160.02,56.699,32,8,0,40,FIG0233
3376,Jason,Sharp,,,,,,92.986,3,3,0,6,FIG3637
3377,Eric,Shelton,Showtime,Orthodox,,167.64000000000001,172.72,56.699,12,6,0,18,FIG1722
3378,Sean,Sherk,The Muscle Shark,Orthodox,,167.64000000000001,170.18,70.307,36,4,1,41,FIG0230
3379,Chase,Sherman,The Vanilla Gorilla,Orthodox,,193.04,198.12,113.398,16,12,0,28,FIG0699
3380,Valentina,Shevchenko,Bullet,Southpaw,,165.1,167.64000000000001,56.699,23,4,1,28,FIG0827
3381,Antonina,Shevchenko,La Pantera,Southpaw,,172.72,170.18,56.699,10,4,0,14,FIG2340
3382,Katsuyori,Shibata,,Orthodox,,182.88,,76.203,4,11,1,16,FIG1975
3383,Jake,Shields,,Orthodox,,182.88,182.88,77.111,31,9,1,41,FIG0228
3384,Henrique,Shiguemoto,,Orthodox,,180.34,182.88,83.915,13,4,1,18,FIG1719
3385,Shunichi,Shimizu,,Orthodox,,165.1,,61.235,30,18,11,59,FIG0042
3386,Wade,Shipp,The Nightmare,Orthodox,,190.5,,111.13,11,5,0,16,FIG2062
3387,Raja,Shippen,,,,167.64000000000001,,65.771,18,11,1,30,FIG0589
3388,Yuya,Shirai,,Orthodox,,172.72,,76.203,26,14,2,42,FIG0209
3389,Wes,Shivers,,,,203.2,,,7,1,0,8,FIG3311
3390,Alexander,Shlemenko,Storm,,,180.34,,83.915,56,9,0,65,FIG0025
3391,Josh,Shockley,,Orthodox,,185.42,,70.307,11,4,0,15,FIG2171
3392,Josh,Shockman,The War Hammer,Southpaw,,193.04,,106.594,6,3,0,9,FIG3204
3393,Akira,Shoji,,Orthodox,,172.72,,88.45,14,17,5,36,FIG0329
3394,Liudvik,Sholinian,Palmeyros,Orthodox,,177.8,180.34,61.235,9,4,1,14,FIG2347
3395,Jack,Shore,Tank,Orthodox,,172.72,180.34,61.235,17,1,0,18,FIG1718
3396,Landon,Showalter,The Show,,,182.88,,83.915,11,19,1,31,FIG0554
3397,Ivan,Shtyrkov,Ural Hulk,Orthodox,,182.88,187.96,92.986,15,0,1,16,FIG2061
3398,Brandon,Shuey,Big Dawg,Orthodox,,170.18,,70.307,7,6,0,13,FIG2479
3399,Ronal,Siahaan,Naga Sakti,Southpaw,,170.18,180.34,56.699,7,1,0,8,FIG3327
3400,Sam,Sicilia,,Orthodox,,172.72,170.18,65.771,15,8,0,23,FIG1146
3401,Kiril,Sidelnikov,,,,180.34,,104.326,11,4,0,15,FIG2103
3402,Serhiy,Sidey,,Switch,,180.34,182.88,61.235,10,1,0,11,FIG2865
3403,Steven,Siler,Super,Orthodox,,180.34,177.8,65.771,29,16,0,45,FIG0172
3404,Siala,Siliga,Mighty Mo,Orthodox,,185.42,,131.542,12,5,0,17,FIG1823
3405,Xavier,Siller,Young Guns,,,165.1,,56.699,5,5,0,10,FIG2940
3406,Assuerio,Silva,,Orthodox,,177.8,,109.316,16,8,0,24,FIG0981
3407,Anderson,Silva,The Spider,Southpaw,,187.96,195.58,83.915,34,11,0,45,FIG0175
3408,Wanderlei,Silva,The Axe Murderer,Orthodox,,180.34,187.96,92.986,35,13,1,49,FIG0109
3409,Thiago,Silva,,Orthodox,,187.96,187.96,92.986,19,6,0,25,FIG0953
3410,Paulo Cesar,Silva,Giant,Orthodox,,226.06,,174.633,2,6,0,8,FIG3329
3411,Jean,Silva,White Bear,Orthodox,,167.64000000000001,,72.575,19,12,3,34,FIG0402
3412,Edson,Silva,Paredao,Orthodox,,,,92.986,14,12,0,26,FIG0881
3413,Sidney,Silva,,Southpaw,,190.5,,77.111,8,4,0,12,FIG2718
3414,Jay,Silva,,Southpaw,,187.96,,83.915,10,11,1,22,FIG1197
3415,Antonio,Silva,Bigfoot,Orthodox,,193.04,208.28,119.748,19,12,1,32,FIG0481
3416,Fabio,Silva,,Orthodox,,180.34,,92.986,1,8,0,9,FIG3163
3417,Erick,Silva,,Orthodox,,182.88,187.96,77.111,19,9,0,28,FIG0750
3418,Leandro,Silva,Buscape,Orthodox,,175.26,182.88,70.307,20,6,1,27,FIG0782
3419,Claudio,Silva,Hannibal,Southpaw,,180.34,180.34,77.111,14,4,0,18,FIG1715
3420,Wagner,Silva,Wagnao,Orthodox,,182.88,,77.111,6,3,0,9,FIG3193
3421,Rafael,Silva,Morcego,,,170.18,,61.235,28,6,0,34,FIG0401
3422,Joaquim,Silva,Netto BJJ,Southpaw,,172.72,175.26,70.307,12,5,0,17,FIG1818
3423,Felipe,Silva,,Orthodox,,182.88,195.58,70.307,8,2,0,10,FIG3081
3424,Dayana,Silva,,Orthodox,,170.18,,61.235,7,4,0,11,FIG2866
3425,Bruno,Silva,Bulldog,Orthodox,,162.56,165.1,56.699,13,5,2,20,FIG1462
3426,Bruno,Silva,Blindado,Orthodox,,182.88,187.96,83.915,23,9,0,32,FIG0488
3427,Gabriel,Silva,,Orthodox,,167.64000000000001,180.34,61.235,8,2,0,10,FIG3094
3428,Jacob,Silva,Lil Animal,Orthodox,,165.1,170.18,56.699,6,4,0,10,FIG3079
3429,Natalia,Silva,,Southpaw,,162.56,165.1,56.699,16,5,1,22,FIG1189
3430,Jansey,Silva,Jones,Orthodox,,187.96,170.18,83.915,7,2,0,9,FIG3190
3431,Maria,Silva,Viuva Negra,Orthodox,,160.02,162.56,52.163,8,1,0,9,FIG3202
3432,Karine,Silva,Killer,Orthodox,,165.1,170.18,56.699,17,4,0,21,FIG1369
3433,Erik,Silva,The King,Orthodox,,175.26,180.34,65.771,9,2,0,11,FIG2870
3434,Janaina,Silva,Jana-Iron-Hand,Orthodox,,154.94,152.4,52.163,5,1,0,6,FIG3657
3435,Jhonata,Silva,,Orthodox,,165.1,167.64000000000001,56.699,8,1,0,9,FIG3203
3436,Jean,Silva,Lord Assassin,Orthodox,,170.18,175.26,65.771,11,2,0,13,FIG2416
3437,Danny,Silva,Puma,,,,,65.771,7,1,0,8,FIG3314
3438,Douglas,Silva de Andrade,D Silva,Orthodox,,170.18,172.72,61.235,29,5,0,34,FIG0397
3439,Leonardo,Silva de Oliveira,Cabecao,Orthodox,,187.96,,83.915,12,4,0,16,FIG2052
3440,Marcus,Silveira,Conan,Orthodox,,190.5,,109.769,6,4,0,10,FIG3080
3441,Elias,Silverio,Xuxu,Orthodox,,180.34,185.42000000000002,70.307,13,3,0,16,FIG2051
3442,Sim,Kai Xiong,Kobra,Orthodox,,165.1,167.64000000000001,56.699,5,1,0,6,FIG3649
3443,Jamey,Simmons,The Afro Samurai,Orthodox,,167.64000000000001,177.8,61.235,7,4,0,11,FIG2875
3444,Ricky,Simon,,Orthodox,,167.64000000000001,175.26,61.235,20,4,0,24,FIG0983
3445,Aaron,Simpson,A-Train,Orthodox,,182.88,185.42000000000002,77.111,12,5,0,17,FIG1831
3446,Wes,Sims,The Project,Orthodox,,208.28,,117.934,24,14,1,39,FIG0256
3447,Marlon,Sims,,,,,,77.111,3,4,0,7,FIG3395
3448,Tony,Sims,,Southpaw,,180.34,177.8,70.307,12,4,0,16,FIG2048
3449,Everett,Sims,Sexual Chocolate,Southpaw,,195.57999999999998,195.58,117.934,4,1,0,5,FIG3686
3450,Lodune,Sincaid,,Orthodox,,175.26,,83.915,15,9,0,24,FIG0987
3451,Rob,Sinclair,,,,172.72,,70.307,13,5,0,18,FIG1712
3452,Rory,Singer,Outburst,Orthodox,,187.96,195.58,83.915,11,9,0,20,FIG1453
3453,Rana Rudra Pratap,Singh,Ashwathama,Orthodox,,177.8,175.26,61.235,11,2,0,13,FIG2501
3454,Elvis,Sinosic,The King of Rock n' Rumble,Orthodox,,190.5,195.58,92.986,7,11,2,20,FIG1473
3455,Mitchell,Sipe,No Dice,Orthodox,,187.96,,111.13,4,1,0,5,FIG3685
3456,Gian,Siqueira,Pitbull,Orthodox,,185.42,187.96,77.111,19,5,0,24,FIG0988
3457,Jeremia,Siregar,The Teacher,Orthodox,,157.48000000000002,160.02,56.699,6,3,0,9,FIG3188
3458,AJ,Siscoe,Let's Go,,,170.18,,61.235,1,2,0,3,FIG3884
3459,Yokthai,Sithoar,,,,170.18,,64.864,0,1,0,1,FIG4052
3460,Jeri,Sitzes,,,,165.1,,56.699,3,1,0,4,FIG3786
3461,Dennis,Siver,,Orthodox,,167.64000000000001,177.8,65.771,23,11,0,34,FIG0403
3462,Chas,Skelly,The Scrapper,Orthodox,,180.34,182.88,65.771,19,3,0,22,FIG1176
3463,Matt,Skelton,,Orthodox,,190.5,,120.202,0,1,0,1,FIG4053
3464,Zach,Skinner,,Orthodox,,167.64000000000001,,65.771,10,11,0,21,FIG1364
3465,Brian,Sleeman,,,,172.72,,83.915,9,9,1,19,FIG1615
3466,Joe,Slick,,Orthodox,,182.88,,90.265,16,5,3,24,FIG0991
3467,Ray,Sloan,,,,185.42,,92.986,8,1,0,9,FIG3168
3468,Kestutis,Smirnovas,,Orthodox,,177.8,,90.718,24,8,2,34,FIG0406
3469,Maurice,Smith,,Orthodox,,187.96,,100.244,12,14,0,26,FIG0863
3470,Patrick,Smith,,Orthodox,,187.96,,102.058,20,17,0,37,FIG0308
3471,Scott,Smith,Hands of Steel,Orthodox,,182.88,177.8,83.915,18,11,0,29,FIG0670
3472,Eric,Smith,,Southpaw,,,,,1,1,0,2,FIG3982
3473,Josh,Smith,,Orthodox,,182.88,,70.307,9,8,0,17,FIG1848
3474,David,Smith,,,,,,70.307,5,1,0,6,FIG3658
3475,Adam,Smith,,,,,,,0,3,0,3,FIG3876
3476,Dillon,Smith,,,,182.88,,77.111,0,0,0,0,FIG4085
3477,Trevor,Smith,Hot Sauce,Orthodox,,190.5,190.5,83.915,15,10,0,25,FIG0967
3478,Anthony,Smith,Lionheart,Orthodox,,193.04,193.04,92.986,37,18,0,55,FIG0060
3479,Colton,Smith,,Orthodox,,182.88,180.34,70.307,7,4,0,11,FIG2885
3480,Gilbert,Smith,,Southpaw,,175.26,,83.915,12,6,0,18,FIG1677
3481,Leslie,Smith,The Peacemaker,Orthodox,,175.26,167.64000000000001,61.235,10,7,1,18,FIG1676
3482,Devonte,Smith,King Kage,Orthodox,,175.26,193.04,70.307,11,4,0,15,FIG2119
3483,Cole,Smith,The Cole Train,Orthodox,,180.34,170.18,61.235,7,2,0,9,FIG3212
3484,Nate,Smith,The Savage,Switch,,167.64000000000001,175.26,56.699,6,1,0,7,FIG3405
3485,Braxton,Smith,The Beautiful Monster,Orthodox,,180.34,182.88,116.573,5,2,0,7,FIG3402
3486,Walter,Smith-Cotito,,,,172.72,,61.235,4,5,0,9,FIG3182
3487,Justin,Smitley,,,,,,65.771,10,7,1,18,FIG1674
3488,Dmitrii,Smoliakov,The Lifeguard,Switch,,187.96,187.96,114.759,9,3,0,12,FIG2577
3489,Louis,Smolka,Da Last Samurai,Orthodox,,175.26,172.72,61.235,17,9,0,26,FIG0869
3490,Cameron,Smotherman,The Baby-Faced Killa,Orthodox,,175.26,175.26,61.235,8,4,0,12,FIG2578
3491,Shimon,Smotritsky,The Assassin,Orthodox,,187.96,187.96,77.111,8,2,0,10,FIG3033
3492,Richie,Smullen,,Orthodox,,175.26,172.72,70.307,3,1,1,5,FIG3678
3493,Devin,Smyth,,Switch,,177.8,182.88,77.111,4,2,0,6,FIG3582
3494,Denis,Sobolev,,Orthodox,,190.5,,97.976,4,7,0,11,FIG2859
3495,Peter,Sobotta,,Southpaw,,182.88,190.5,77.111,17,7,1,25,FIG0950
3496,Renato,Sobral,Babalu,Orthodox,,185.42,190.5,92.986,37,11,0,48,FIG0118
3497,Rameau Thierry,Sokoudjou,The African Assassin,Orthodox,,177.8,198.12,92.986,18,18,0,36,FIG0334
3498,Alexander,Soldatkin,,,,,,,14,3,0,17,FIG1836
3499,Joe,Solecki,,Orthodox,,175.26,177.8,70.307,13,3,0,16,FIG2039
3500,Chris,Solomon,,,,180.34,,70.307,0,0,0,0,FIG4102
3501,Joe,Son,,Orthodox,,162.56,,107.048,0,4,0,4,FIG3783
3502,Paul,Song,,,,,,83.915,2,2,0,4,FIG3845
3503,Song,Kenan,The Assassin,Orthodox,,182.88,180.34,77.111,20,7,0,27,FIG0781
3504,Song,Yadong,Kung Fu Kid,Orthodox,,172.72,170.18,61.235,20,7,1,28,FIG0737
3505,Emrah,Sonmez,Anatolian Wolf,Orthodox,,177.8,180.34,65.771,14,5,0,19,FIG1627
3506,Chael,Sonnen,,Southpaw,,185.42,185.42000000000002,92.986,29,15,1,45,FIG0174
3507,Cody,Sons,,,,175.26,,92.986,3,7,0,10,FIG3072
3508,Jin,Soo Son,,Orthodox,,167.64000000000001,175.26,61.235,9,4,0,13,FIG2446
3509,Emiliano,Sordi,He-Man,Orthodox,,187.96,,92.986,16,7,0,23,FIG1122
3510,Sean,Soriano,,Orthodox,,175.26,177.8,65.771,14,8,0,22,FIG1204
3511,Punahele,Soriano,Puna,Southpaw,,180.34,182.88,83.915,9,3,0,12,FIG2613
3512,Dmitry,Sosnovskiy,Wicked Machine,Orthodox,,190.5,195.58,108.862,11,0,0,11,FIG2836
3513,Ben,Sosoli,Combat Wombat,Southpaw,,182.88,182.88,120.202,7,3,0,10,FIG3069
3514,Krzysztof,Soszynski,The Polish Experiment,Open Stance,,185.42,195.58,92.986,26,12,1,39,FIG0258
3515,George,Sotiropoulos,,Orthodox,,177.8,180.34,70.307,14,7,0,21,FIG1399
3516,Greg,Soto,,Orthodox,,180.34,185.42000000000002,77.111,9,4,0,13,FIG2414
3517,Alex,Soto,Extremo,Southpaw,,172.72,,61.235,8,3,1,12,FIG2618
3518,Joe,Soto,One Bad Mofo,Orthodox,,167.64000000000001,165.1,61.235,18,7,0,25,FIG0964
3519,Mario,Soto,Dr. Mario,,,182.88,,65.771,7,2,0,9,FIG3229
3520,Andre,Soukhamthath,The Asian Sensation,Orthodox,,175.26,177.8,61.235,13,8,0,21,FIG1396
3521,Mario,Sousa,Coracao Valente,Orthodox,,190.5,200.66,83.915,15,3,0,18,FIG1635
3522,Bobby,Southworth,,Orthodox,,187.96,,92.986,10,6,0,16,FIG2063
3523,Jacare,Souza,,Orthodox,,185.42,182.88,83.915,26,10,0,36,FIG0335
3524,Edimilson,Souza,Kevin,Orthodox,,182.88,187.96,65.771,15,5,0,20,FIG1480
3525,Livinha,Souza,The Brazilian Gangsta,Orthodox,,160.02,160.02,52.163,14,4,0,18,FIG1641
3526,Bruno,Souza,The Tiger,Orthodox,,177.8,177.8,65.771,10,3,0,13,FIG2409
3527,Ketlen,Souza,Esquentadinha,Orthodox,,160.02,160.02,56.699,13,4,0,17,FIG1784
3528,Charon,Spain,,,,175.26,,70.307,14,26,0,40,FIG0244
3529,Chris,Spang,The Kiss,Orthodox,,187.96,,77.111,6,3,0,9,FIG3213
3530,Andreas,Spang,Sweet Swede,,,185.42,,83.915,9,3,0,12,FIG2622
3531,Ryan,Spann,Superman,Orthodox,,195.57999999999998,200.66,92.986,21,9,0,30,FIG0611
3532,Ron,Sparks,The Monster,,,195.57999999999998,,120.202,8,3,0,11,FIG2849
3533,Tommy,Speer,,Orthodox,,177.8,180.34,77.111,21,7,0,28,FIG0727
3534,Patrick,Speight,,Orthodox,,185.42,,77.111,7,3,0,10,FIG3037
3535,Sean,Spencer,Black Magic,Orthodox,,177.8,187.96,77.111,12,6,0,18,FIG1633
3536,Felicia,Spencer,FeeNom,Orthodox,,167.64000000000001,172.72,65.771,9,3,0,12,FIG2623
3537,Sam,Spengler,The Ram,Orthodox,,180.34,,83.915,9,5,0,14,FIG2328
3538,Nick,Sperling,,,,,,61.235,3,4,0,7,FIG3397
3539,Mario,Sperry,Zen Machine,Orthodox,,187.96,,92.986,13,4,0,17,FIG1788
3540,Eric,Spicely,Zebrinha,Orthodox,,185.42,185.42000000000002,83.915,12,6,0,18,FIG1644
3541,Waachiim,Spiritwolf,Native Warrior,,,172.72,,77.111,12,13,1,26,FIG0871
3542,Daniel,Spitz,,Orthodox,,200.66,208.28,111.13,6,3,0,9,FIG3123
3543,Serghei,Spivac,Polar Bear,Orthodox,,190.5,198.12,117.934,16,4,0,20,FIG1484
3544,Daniel,Spohn,Dragon,Southpaw,,193.04,200.66,92.986,15,6,0,21,FIG1393
3545,Pete,Spratt,The Secret Weapon,Orthodox,,175.26,,77.111,25,23,0,48,FIG0121
3546,Austin,Springer,,Orthodox,,172.72,180.34,65.771,12,4,0,16,FIG2084
3547,Georges,St-Pierre,Rush,Orthodox,,180.34,193.04,83.915,26,2,0,28,FIG0719
3548,Bobby,Stack,,Orthodox,,175.26,,70.307,8,3,0,11,FIG2853
3549,Andreas,Stahl,Real Steel,Orthodox,,180.34,,77.111,10,4,0,14,FIG2263
3550,Ron,Stallings,The Choir Boy,Southpaw,,187.96,190.5,77.111,14,8,0,22,FIG1196
3551,Cody,Stamann,The Spartan,Orthodox,,167.64000000000001,162.56,61.235,21,6,1,28,FIG0718
3552,Cristina,Stanciu,Barbie,Orthodox,,160.02,,52.163,5,2,0,7,FIG3444
3553,Brian,Stann,All American,Orthodox,,185.42,187.96,92.986,12,6,0,18,FIG1638
3554,Josh,Stansbury,The Sandman,Orthodox,,187.96,187.96,92.986,4,8,0,12,FIG2607
3555,Dion,Staring,Soldier,Orthodox,,185.42,,106.594,35,14,0,49,FIG0106
3556,Lucas,Stark,,,,,,70.307,1,5,0,6,FIG3624
3557,Clifford,Starks,,Orthodox,,182.88,198.12,83.915,13,3,0,16,FIG2066
3558,Kalib,Starnes,,Orthodox,,190.5,187.96,83.915,17,11,1,29,FIG0661
3559,Laureano,Staropoli,Pepi,Orthodox,,185.42,180.34,83.915,9,5,0,14,FIG2251
3560,Damian,Stasiak,Webster,Orthodox,,165.1,177.8,61.235,10,6,0,16,FIG2076
3561,Adam,Steele,,,,,,77.111,0,1,0,1,FIG4060
3562,Dominique,Steele,Non-Stop Action-Packed,Orthodox,,177.8,187.96,77.111,14,9,0,23,FIG1143
3563,Ricky,Steele,The Karate Kid,Orthodox,,175.26,187.96,61.235,6,0,0,6,FIG3594
3564,Eric,Steenberg,,,,,,70.307,5,1,0,6,FIG3593
3565,Steve,Steinbeiss,The Hooligan,Orthodox,,190.5,190.5,83.915,9,4,0,13,FIG2555
3566,Ray,Steinbeiss,Ipswitch Cobra,Orthodox,,180.34,,77.111,14,7,0,21,FIG1402
3567,Dmitri,Stepanov,,Orthodox,,190.5,,98.429,0,1,0,1,FIG4058
3568,Jeremy,Stephens,Lil' Heathen,Orthodox,,175.26,180.34,65.771,28,19,0,47,FIG0133
3569,Aljamain,Sterling,Funk Master,Orthodox,,170.18,180.34,61.235,23,4,0,27,FIG0791
3570,Marc,Stevens,,,,175.26,,70.307,21,10,0,31,FIG0567
3571,Joe,Stevenson,Daddy,Orthodox,,170.18,177.8,65.771,33,16,0,49,FIG0105
3572,Maia,Stevenson,,Orthodox,,162.56,157.48,52.163,6,5,0,11,FIG2858
3573,Luke,Stewart,,Orthodox,,180.34,,77.111,6,3,0,9,FIG3099
3574,Darren,Stewart,The Dentist,Orthodox,,182.88,187.96,92.986,12,8,0,20,FIG1488
3575,Kyle,Stewart,Gunz Up,Orthodox,,182.88,193.04,77.111,11,3,0,14,FIG2249
3576,Alex,Stiebling,The Brazilian Killa,Southpaw,,187.96,,92.986,19,11,1,31,FIG0563
3577,Tyler,Stinson,The Evolution,,,190.5,,77.111,30,10,0,40,FIG0253
3578,Dan,Stittgen,The Anvil,Orthodox,,185.42,,77.111,12,5,0,17,FIG1802
3579,Lazar,Stojadinovic,The Bronx Bomber,Southpaw,,170.18,172.72,65.771,12,5,0,17,FIG1798
3580,Denis,Stojnic,,Orthodox,,182.88,,111.13,13,3,0,16,FIG2070
3581,Julija,Stoliarenko,,,,170.18,167.64000000000001,56.699,11,8,2,21,FIG1394
3582,Dustin,Stoltzfus,,Orthodox,,182.88,190.5,83.915,14,5,0,19,FIG1625
3583,Niklas,Stolze,Green Mask,Switch,,185.42,187.96,70.307,12,6,0,18,FIG1637
3584,Ken,Stone,,Southpaw,,172.72,180.34,61.235,11,4,0,15,FIG2112
3585,Ryan,Stonitsch,,Southpaw,,175.26,,77.111,8,1,0,9,FIG3159
3586,George,Stork,,,,177.8,,83.915,7,9,0,16,FIG2069
3587,Rick,Story,The Horror,Southpaw,,175.26,180.34,77.111,19,9,0,28,FIG0755
3588,Darko,Stosic,,Orthodox,,182.88,193.04,92.986,13,4,0,17,FIG1794
3589,Greg,Stott,Ranger,Southpaw,,170.18,,99.79,0,1,0,1,FIG4057
3590,Curtis,Stout,,Southpaw,,185.42,,83.915,11,12,1,24,FIG1059
3591,Sam,Stout,Hands of Stone,Orthodox,,175.26,177.8,70.307,20,12,1,33,FIG0445
3592,Tim,Stout,,,,180.34,,83.915,12,10,0,22,FIG1184
3593,Jesse,Strader,Sui Generis,Orthodox,,170.18,177.8,61.235,5,3,0,8,FIG3360
3594,Gennaro,Strangis,,,,,,,0,1,0,1,FIG4055
3595,Dave,Strasser,,Orthodox,,177.8,,77.111,25,8,0,33,FIG0446
3596,Daniel,Straus,,,,170.18,180.34,65.771,24,7,0,31,FIG0557
3597,Gerald,Strebendt,The Finishing Machine,Orthodox,,175.26,,70.307,9,7,0,16,FIG2068
3598,Sean,Strickland,,Orthodox,,185.42,193.04,83.915,28,5,0,33,FIG0447
3599,Mark,Striegl,Mugen,Southpaw,,172.72,177.8,65.771,18,4,0,22,FIG1174
3600,Hans,Stringer,,Orthodox,,190.5,,92.986,22,8,3,33,FIG0448
3601,Stefan,Struve,Skyscraper,Orthodox,,210.82,213.36,120.202,33,13,0,46,FIG0154
3602,Josh,Stuart,,,,175.26,,72.575,1,4,0,5,FIG3683
3603,Mike,Stumpf,,,,177.8,,77.111,11,4,0,15,FIG2110
3604,Kyle,Sturgeon,,Switch,,190.5,,102.058,0,1,0,1,FIG4054
3605,Tatiana,Suarez,,Southpaw,,165.1,167.64000000000001,52.163,11,0,0,11,FIG2903
3606,Masanori,Suda,,Orthodox,,175.26,,83.007,22,11,3,36,FIG0327
3607,Genki,Sudo,Neo-Samurai,Orthodox,,175.26,,70.307,15,4,2,21,FIG1312
3608,Lucasz,Sudolski,,Orthodox,,193.04,190.5,92.986,8,1,0,9,FIG3132
3609,Daisuke,Sugie,Amazon,Orthodox,,167.64000000000001,,72.575,10,8,1,19,FIG1608
3610,Takashi,Sugiura,,Southpaw,,180.34,,102.058,1,3,0,4,FIG3785
3611,Naho,Sugiyuma,Sugi Rock,,,154.94,,47.627,12,5,0,17,FIG1906
3612,George,Sullivan,The Silencer,Orthodox,,182.88,185.42000000000002,77.111,17,7,0,24,FIG1056
3613,Amar,Suloev,,Orthodox,,175.26,,83.007,24,7,0,31,FIG0551
3614,Magomed,Sultanakhmedov,,Southpaw,,187.96,,83.915,18,6,0,24,FIG1052
3615,Justin,Sumter,,Southpaw,,187.96,203.2,83.915,7,3,0,10,FIG3039
3616,,Sumudaerji,The Tibetan Eagle,Southpaw,,172.72,182.88,56.699,16,5,0,21,FIG1314
3617,Kyu,Sung Kim,,,,,,56.699,12,5,0,17,FIG1912
3618,Rama,Supandhi,Hellboy,Southpaw,,165.1,167.64000000000001,56.699,8,4,0,12,FIG2594
3619,Aji,Susilo,,,,177.8,,70.307,6,4,0,10,FIG3046
3620,Jason,Suttie,Nobunaga,Orthodox,,182.88,,95.254,0,1,0,1,FIG4051
3621,Joel,Sutton,,Orthodox,,180.34,,92.986,2,4,1,7,FIG3514
3622,Chad,Sutton,,,,185.42,,83.915,2,2,0,4,FIG3794
3623,Danilo,Suzart,,Orthodox,,182.88,,117.934,9,2,0,11,FIG2917
3624,Martin,Svensson,,,,185.42,,70.307,15,6,0,21,FIG1311
3625,Daniel,Swain,,Orthodox,,175.26,177.8,65.771,20,10,1,31,FIG0561
3626,Cub,Swanson,,Orthodox,,172.72,177.8,65.771,29,13,0,42,FIG0206
3627,Mike,Swick,Quick,Orthodox,,185.42,195.58,77.111,15,6,0,21,FIG1313
3628,Floyd,Sword,,Orthodox,,182.88,,83.915,12,3,0,15,FIG2106
3629,Oumar,Sy,,,,,,92.986,6,0,0,6,FIG3589
3630,Bentley,Syler,Bolivia,Orthodox,,162.56,,56.699,5,1,0,6,FIG3588
3631,Kevin,Syler,El Nino Bala,Switch,,175.26,180.34,70.307,10,1,0,11,FIG2900
3632,Leo,Sylvest,Lethal,Orthodox,,180.34,,92.986,10,16,0,26,FIG0888
3633,Tony,Sylvester,,Southpaw,,185.42,,102.058,11,3,0,14,FIG2360
3634,Tim,Sylvia,The Maine-iac,Orthodox,,203.2,203.2,120.202,31,10,0,41,FIG0216
3635,Kevin,Szaflarski,,Orthodox,,195.57999999999998,195.58,117.934,11,2,0,13,FIG2569
3636,Osamu,Tachihikari,,Orthodox,,195.57999999999998,,136.078,0,4,0,4,FIG3811
3637,Amber,Tackett,,,,,,52.163,1,3,0,4,FIG3810
3638,Eugenio,Tadeu,,Orthodox,,172.72,,72.575,2,3,0,5,FIG3689
3639,Justin,Tafa,Bad Man,Southpaw,,182.88,187.96,119.748,7,3,0,10,FIG3084
3640,Junior,Tafa,The Juggernaut,Orthodox,,190.5,190.5,108.862,5,1,0,6,FIG3567
3641,Khalid,Taha,The Warrior,Orthodox,,165.1,175.26,61.235,13,5,0,18,FIG1645
3642,Joe,Taimanglo,The Juggernaut,,,162.56,,61.235,23,7,1,31,FIG0548
3643,Tatsuro,Taira,,Orthodox,,170.18,177.8,56.699,14,0,0,14,FIG2375
